-12.38710364,-11.45164634,-10.08786118,-8.336604526,-5.920179834,-3.023787781,-0.242784768,2.08148017047769,5.04475172330815,7.52968308185117,9.42144019915231,10.8271979966855,11.8873854278151,11.5181242104179,10.2690050631427,7.30986776959006,4.3779736040044,1.53809709755194,0.0035969502137754,-1.713470712,-5.117870153,-8.08564899,-10.5666034,-11.94938223,-18.4446456,-17.8858965,-17.0641216,-16.15362002,-14.99743689,-14.0916436,-15.12434161,-14.31683143,-15.3935551,-16.59075587,-17.56103517,-18.37291837,-18.88364538,-19.79949723,-20.57627238,-22.0596702,-23.17281603,-23.59655,-23.70196308,-23.5905085,-23.0000964,-21.78986399,-20.17093621,-19.37533899,35.2042867704862,36.354833608439,38.2575383491837,40.1037308205115,41.6211656592837,42.728538547173,43.2607937410438,42.9783722286151,42.0513002394342,40.730037532835,38.9026591788702,36.706644890885,35.3737822639523,34.7291858142261,35.6424840897836,38.5924137479427,40.4012894344604,40.5410637073896,40.4305434801236,40.5158108397264,40.163605477795,37.7796311656211,34.9749801809439,34.6068972294272
-10.93900076,-10.40784205,-8.985582611,-7.601518732,-5.880909041,-3.459618447,-0.535918179,2.40501773250087,5.01536533231848,6.63476705196442,8.07147781985211,9.18993077367568,9.88343774171695,9.64790401610745,8.95375043925486,6.71999846117443,4.10313532668751,1.54931208209582,-0.005052833,-1.776312378,-5.416516494,-8.136926042,-10.10303218,-10.98856295,-18.96195097,-18.33409838,-17.82355432,-17.48421249,-16.89642531,-16.07587416,-16.73978927,-15.92452358,-16.43210541,-17.28263182,-17.69627584,-18.17629084,-19.01931963,-19.62169127,-20.52084266,-22.10432982,-22.67931568,-23.33552777,-23.20298818,-23.23975816,-22.84768957,-21.70269294,-20.53428604,-19.54641231,33.4799528032747,34.4211900605394,36.1816365601974,37.7458182677152,39.2639948993823,40.6388678041371,40.8494066759662,40.4235029484269,38.9786532773953,37.2826729155091,35.4939825429729,33.7661525131901,32.584002505722,32.3251551092415,33.0288419821216,36.0691387984886,38.4122878588485,38.8167485167721,39.0303089535406,38.8932157140819,38.294717641194,35.815771601863,33.299203579741,33.0773908931076
-12.27170973,-11.85549874,-9.883344979,-8.330677066,-5.735600565,-3.046820877,-0.473880666,2.29180727039009,5.00053711979878,7.25386158789725,8.94246210336064,10.5029661322195,10.8130598052573,10.4404882827584,8.99761929944414,6.79728781001559,3.69022939727192,1.06008876846135,-0.451653614,-2.373287927,-6.251613772,-9.477478571,-11.62331508,-12.15704425,-24.65922185,-23.79038413,-22.59724718,-21.79733285,-21.23945939,-20.71821002,-21.85844368,-20.64921416,-20.90742187,-21.6571923,-22.2412846,-23.10564169,-24.67988745,-25.34371426,-26.39448032,-27.37743181,-28.11062773,-28.41978922,-28.51024245,-28.4220395,-27.68877474,-26.48587208,-25.72243691,-25.24258217,29.9354715710626,30.4385936885685,32.3347778938679,33.6615002406834,35.369450979652,36.4837919407661,36.6721884707781,36.3808190378916,34.9858780941265,33.4510466300578,31.7366784293236,29.9940259271716,29.0969129667287,29.1490915329018,30.3703334197893,32.2373382852429,34.0661518247351,34.6356281777686,34.7282628432535,34.7010384557637,34.2369338535375,31.9884125167605,30.1151043341181,29.8733769212524
-13.63807886,-12.2547243,-10.78042419,-8.644612322,-6.443697082,-4.107333279,0.471173954421577,3.23225152244061,6.33387622907074,8.49900601520912,10.2734069410737,11.728515175034,12.7383899751747,12.2836146859838,10.8516575499576,7.36518034116461,4.37728255913512,1.56224570224849,0.056533757826857,-1.936109639,-5.687529521,-8.848056279,-11.99238342,-13.01284163,-24.56720326,-24.07109206,-23.14601044,-22.52426154,-21.31168782,-20.94446672,-22.11776712,-21.12088987,-21.21455354,-22.13108077,-22.7776965,-23.76323318,-24.8832081,-26.06482418,-26.34679239,-26.69563658,-27.60922657,-27.87533925,-28.00259756,-27.79257044,-27.2018687,-26.84695793,-26.63042971,-25.61318195,29.3976479569551,30.0229159579419,31.8817398781982,33.7948851437601,35.7322892688297,36.8154562974511,37.0818337925789,36.8038378553592,35.5610188860302,33.9327734858781,32.1934610010987,30.1983283246718,29.0814305156142,28.8189003472979,29.3872006836647,32.4455047328366,34.4956357199752,35.1536311752593,35.1484392422281,35.175383584338,34.1764213546469,31.7971434463884,29.3305090269788,29.0078520221477
-10.13635584,-9.453347528,-8.53163854,-6.850675919,-4.897644401,-2.641998737,0.235202899442676,2.68170829007636,4.86067567501068,6.72335846540031,8.26068094646661,9.61610691341957,10.0756483894377,10.2918767793539,9.06931064253079,6.81524604843492,4.21535976793511,1.64607145409563,0.264108722446115,-1.465562822,-4.623970935,-7.449333714,-9.221639912,-10.19719888,-20.61336614,-20.20312046,-19.50308408,-18.60317444,-17.95317334,-17.60543183,-18.37866451,-17.66669659,-18.11933152,-18.45133012,-18.7391594,-19.21716797,-20.04623534,-20.39312341,-21.00067871,-21.87611305,-22.71349024,-22.96315423,-23.08509151,-23.1088165,-22.69176492,-21.80056604,-21.49995178,-20.92138354,33.9179152395171,34.224505249655,35.1860755980172,37.0194402715874,38.5593542692215,39.8987811253844,40.3955704012397,40.3555468380301,39.3143419430008,37.7537956305056,36.4026501784807,34.7871741956034,33.7082282350253,33.4801614680287,33.905121939946,36.0491026034931,37.9038914788678,38.653934850134,38.7296864889729,38.695811694972,37.6267476849079,35.4588606865316,34.1299645958153,33.7584498380751
-14.62019472,-12.75762319,-10.65758193,-8.182036299,-6.288922952,-3.648979461,-0.022106708,3.61799158892984,6.42575838480074,8.78979664521578,10.9973719515002,12.6285058542996,13.6926436728545,13.7361523184981,12.4515352406659,9.39278306580503,5.71953415537927,1.5806303835508,-0.419794349,-2.751165071,-6.691225804,-10.08676537,-12.59063642,-13.64244463,-21.72565244,-21.70547585,-21.14566365,-20.06305203,-19.20480147,-17.38892184,-18.27795856,-17.52311111,-18.76051021,-20.05295415,-20.58550074,-21.19382644,-21.67405725,-22.75905296,-23.91807422,-26.09451074,-27.75360593,-28.35963953,-28.4070204,-28.45865967,-27.70285973,-25.54690261,-23.56449904,-22.43108565,31.6582225164862,32.8546705049459,35.6153331190953,37.8924091867172,39.1189495770664,39.8228419423942,40.0525997880776,39.5759393618169,38.5875126235604,36.737326272922,34.722331223208,32.1597242185902,30.8277320181807,30.2779352882067,31.219253293127,34.7915272659173,37.2980200476766,38.0901428293964,38.3549299020404,38.3918526007287,37.4988660365962,34.8756334402467,31.9307348771201,31.5043990197815
-15.84545037,-13.87868273,-11.59486432,-8.861381164,-6.504117908,-3.959868697,-0.305462617,3.23908434301498,6.76967241720706,8.97019244758875,11.1564948761356,13.1887337735302,14.2617360825368,14.2416111607674,11.9081930358196,7.80606207232231,4.02146293071601,1.14954760162037,-0.505836869,-2.865851771,-7.169194132,-10.55035994,-13.85115336,-15.09633228,-21.52515215,-21.1061789,-20.10472397,-19.04360549,-17.95096531,-17.78165842,-18.61622325,-17.84944685,-18.87150913,-19.95693951,-20.79174602,-21.63104483,-22.45428945,-22.6923109,-23.6525917,-24.95043099,-25.25944545,-25.2198284,-25.19548146,-25.45468772,-25.13862396,-24.26556931,-23.2009769,-22.51517064,31.9618736705659,32.9803605672038,35.1159139149393,37.3312511345946,38.9224455038321,39.6493631758958,39.706211444622,39.4083806823034,37.7919630531832,35.8842418628461,33.5617316170715,31.7781305611981,30.6616304896196,30.464672473103,30.804260349537,35.1125820536646,37.0592672030948,37.3604372062259,37.4566516188504,37.5337198208939,36.4864305885854,33.5621891484093,30.958322958247,31.0997997653976
-12.96579618,-11.7474596,-10.20395556,-8.187737213,-6.213974209,-3.535195463,-0.287120704,2.27887503693128,5.44863435346242,7.65874231802902,9.50197849574558,11.1469495603359,12.5766307090285,12.4793441314892,11.2627403361001,8.38719350469734,5.1360317376808,2.13854405983174,0.292114126159763,-1.905878213,-5.898370571,-9.060939277,-11.48075481,-12.71942938,-29.83343821,-28.91423644,-27.76139294,-26.50375181,-24.80066723,-23.47860666,-24.55139563,-23.66006988,-24.88067649,-26.4304943,-27.75862223,-28.89377394,-29.81770211,-31.13975049,-32.42444392,-34.61403627,-35.75587878,-36.21248344,-36.18604066,-36.33260791,-35.50874747,-34.19215344,-32.31780206,-31.11351321,27.205746284092,27.9487894124974,29.6765787586546,31.7295373098732,33.0365252885928,33.9819451871768,34.5862664749149,33.9692044489326,33.0988915157666,31.5366812635849,29.6188030981856,27.878445421259,27.1756986217538,26.9674983102017,27.9976921832242,31.1937018439222,33.4205864489858,34.4387030913188,34.7255717146134,34.4092127056671,32.7716133667449,29.9755193881697,27.2614617623108,26.8684719845069
-11.76268213,-10.19156459,-8.82279146,-6.914793038,-4.972435024,-2.429207787,-0.178311619,2.41206982941587,4.57867558013864,6.35186098488818,8.06025246474772,9.61864200039096,10.5512246748881,10.405196100927,9.07059973115091,6.31695289595359,3.980268113,1.44633208497637,0.0592036665625382,-1.65551003,-5.000232718,-7.88024963,-10.00944809,-10.80150056,-20.55187587,-20.17291584,-18.92051389,-17.85236887,-16.95608331,-15.48867839,-15.66350501,-15.38695309,-16.62483552,-17.68781771,-18.92392453,-19.64590562,-20.45160988,-21.04408679,-22.0175169,-23.48596275,-24.75124249,-25.20080526,-25.21643599,-25.21380688,-24.42069423,-23.11411019,-21.74605584,-21.15845559,35.0572135325504,35.3578659124956,36.8629385678777,38.267910910132,39.5118866575502,40.532593889654,40.7877932902875,40.3897818335956,39.384116257532,38.1144117139453,36.149263198677,34.4939915413351,33.3978952881696,32.9655095974916,33.2670255171027,36.1818668416429,37.9111485342234,38.6266112297093,38.8242580545501,38.8316851650871,38.0519155409181,35.9582703151376,34.44401335,34.5934224438693
-13.40354324,-11.9364896,-10.32319853,-8.47692542,-5.894593899,-3.454284479,-0.230499699,2.91810141859624,6.23069658076149,8.74459809755403,10.3892479057269,12.2712192422049,13.0234279172629,12.5415641043884,10.7826998127705,8.02963057206533,4.73503615503909,2.37153649327004,0.42583375328837,-1.450896153,-5.653182532,-8.70693066,-11.76513724,-12.62453341,-21.92528385,-20.82373098,-19.75793402,-18.99235181,-17.8726407,-17.03784125,-18.13968251,-17.0306259,-17.852114,-18.69145572,-19.07783467,-19.52701762,-20.56793128,-21.29186527,-21.99742652,-22.59423663,-23.6889058,-24.32834829,-24.62481747,-24.77624246,-23.95609721,-23.93841844,-23.42115021,-22.50677824,31.6999527480321,32.1321022127981,33.7402003220435,35.6729620903769,37.8629889860382,39.2544391725631,39.751874656273,39.3147791717393,37.8272565166969,35.8502329184026,34.1556876123447,32.447919273847,31.3583529367079,31.2145362365562,32.5332309048965,35.3980434216482,37.6304936122256,38.1785897488465,38.1094355963672,38.0179053909015,36.7877704321899,34.274100084142,31.6394036605566,31.4158269841967
-14.50488568,-13.14908113,-11.48822479,-9.556996598,-6.663319677,-3.013963503,-0.60385631,2.02034874128143,5.53480481416215,8.11873589727664,9.74695267454303,11.1045275602692,12.4409792299947,12.1441749777111,10.5683945978005,7.23106469147116,3.90802426180064,0.844602251279596,-0.902010857,-2.627734341,-5.936146376,-9.683926293,-12.89199321,-14.35734538,-22.72594413,-21.6318172,-20.36903773,-19.101837,-18.12470427,-17.45878107,-18.39998163,-17.73470102,-18.37141824,-19.3933751,-20.10779859,-20.98140595,-21.91665657,-22.93698223,-23.88567973,-25.19043101,-26.16068194,-26.63096001,-26.55162621,-26.59427357,-26.21633131,-25.62951673,-24.6343401,-23.80003532,29.2480052792424,30.2126687583107,32.4426894012491,34.4956763306095,36.7295745061783,38.4420855108606,38.4928302934145,38.2132268710783,36.4569206182449,34.2680772481689,32.0731191665795,29.7677264658542,28.7100736029827,28.3005874835443,28.7999507084706,32.2812390482707,34.5264293018679,35.2677410430199,35.5573110789726,35.5682553141305,35.3457017840644,32.9144668557908,29.6404196367458,29.0279031260376
-15.5721122,-13.88800731,-11.6934056,-9.205550518,-6.938620494,-4.371479354,0.204184772248941,4.2837399844583,7.00924362873303,9.59203465389679,11.8492806548491,13.7178413979061,15.2458776141675,13.6995465124562,12.0580520492271,8.79770271243157,5.16053316975406,2.08763265753411,-0.03865638,-2.037042472,-6.518676564,-10.35386671,-13.29413455,-14.61561511,-23.30443444,-22.82861581,-22.28374039,-21.72435402,-20.7496552,-20.09061372,-21.3663018,-20.01448595,-20.7640931,-21.34483858,-21.64764903,-22.34299898,-23.03741734,-23.31923402,-23.84233933,-25.88101666,-26.8760279,-27.32511706,-27.15690385,-27.18258848,-26.89447166,-25.4053405,-24.57808215,-24.22700411,28.3961629119373,29.3224132982991,31.3163101269377,33.6243024922935,35.4495568458297,36.7569027293115,37.1949935852061,36.695468593477,35.4193183621057,33.4411399188993,31.4270676611963,29.0375808103471,27.4928845668533,27.2165679548903,28.1805990926633,31.8661412586787,34.2264381270519,34.9360798462062,35.2098482713386,35.2093952603465,33.7915731478189,30.1200140428707,27.5055140749159,27.53134666
